match_id,startTime,equipo_local,equipo_visitante,ranking_local,ranking_visitante,goles_local,goles_visitante,Local_Top_Stats_Posesión,Visitante_Top_Stats_Posesión,Local_Top_Stats_Goles esperados,Visitante_Top_Stats_Goles esperados,Local_Top_Stats_Total Remates,Visitante_Top_Stats_Total Remates,Local_Top_Stats_Remates a puerta,Visitante_Top_Stats_Remates a puerta,Local_Top_Stats_Grandes chances,Visitante_Top_Stats_Grandes chances,Local_Top_Stats_Fueras de Juego,Visitante_Top_Stats_Fueras de Juego,Local_Top_Stats_Pases completados,Visitante_Top_Stats_Pases completados,Local_Top_Stats_Tarjeta roja,Visitante_Top_Stats_Tarjeta roja,Local_Remates_Goles esperados,Visitante_Remates_Goles esperados,Local_Remates_Total Remates,Visitante_Remates_Total Remates,Local_Remates_Remates a Puerta,Visitante_Remates_Remates a Puerta,Local_Remates_Remates Fuera,Visitante_Remates_Remates Fuera,Local_Remates_Remates bloqueados,Visitante_Remates_Remates bloqueados,Local_Remates_Pelotas al poste,Visitante_Remates_Pelotas al poste,Local_Remates_Goles esperados de remates al arco,Visitante_Remates_Goles esperados de remates al arco,Local_Remates_Remates dentro del área,Visitante_Remates_Remates dentro del área,Local_Remates_Remates fuera del área,Visitante_Remates_Remates fuera del área,Local_Remates_Remates de cabeza,Visitante_Remates_Remates de cabeza,Local_Remates_Grandes chances perdidas,Visitante_Remates_Grandes chances perdidas,Local_Pases_Pases completados,Visitante_Pases_Pases completados,Local_Pases_Asistencias esperadas,Visitante_Pases_Asistencias esperadas,Local_Pases_Centros,Visitante_Pases_Centros,Local_Pases_Pases largos completados,Visitante_Pases_Pases largos completados,Local_Pases_Pases claves,Visitante_Pases_Pases claves,Local_Pases_Pases en el último tercio,Visitante_Pases_Pases en el último tercio,Local_Pases_Pases hacia atrás,Visitante_Pases_Pases hacia atrás,Local_Defensivas_Intercepciones,Visitante_Defensivas_Intercepciones,Local_Defensivas_Salvadas de portero,Visitante_Defensivas_Salvadas de portero,Local_Defensivas_Barridas ganadas,Visitante_Defensivas_Barridas ganadas,Local_Defensivas_Despejes,Visitante_Defensivas_Despejes,Local_Duelos_Duelos ganados,Visitante_Duelos_Duelos ganados,Local_Duelos_Duelos aéreos (ganados),Visitante_Duelos_Duelos aéreos (ganados),Local_Duelos_Duelos en el suelo (ganados),Visitante_Duelos_Duelos en el suelo (ganados),Local_Duelos_Faltas recibidas,Visitante_Duelos_Faltas recibidas,Local_Duelos_Regates,Visitante_Duelos_Regates,Local_Duelos_Regateado,Visitante_Duelos_Regateado,Local_Duelos_Posesiones ganadas en el último tercio,Visitante_Duelos_Posesiones ganadas en el último tercio,Local_Duelos_Posesiones perdidas,Visitante_Duelos_Posesiones perdidas,Local_Disciplinarias_Tarjeta roja,Visitante_Disciplinarias_Tarjeta roja,Local_Disciplinarias_Faltas,Visitante_Disciplinarias_Faltas,Local_Disciplinarias_Tarjeta amarilla,Visitante_Disciplinarias_Tarjeta amarilla
4035462,2025-09-09T18:30:00-05:00,Bolivia,Brasil,77,6,1,0,42,58,"1,78","0,36",23,10,10,3,0,0,2,0,271,381,0,0,"1,78","0,36",23,10,10,3,8,1,5,6,0,0,"2,03","0,26999999999999996",6,4,17,6,2,0,0,0,271,381,"0,38000000000000006","0,31000000000000005",4,4,15,16,18,5,51,33,49,53,9,11,3,9,7,6,15,13,13,1,4,1,9,0,9,18,13,5,5,13,4,2,83,87,0,0,18,9,0,2
4497751,2025-09-09T19:00:00-05:00,Curazao,Bermuda,82,168,3,2,65,35,0,0,23,6,10,3,4,1,2,1,419,186,0,0,0,0,23,6,10,3,5,2,9,1,0,0,0,0,0,0,0,0,0,0,2,0,419,186,0,0,8,3,38,19,18,4,84,41,87,43,9,10,0,5,13,12,11,36,8,6,2,1,6,5,15,11,8,2,2,8,9,0,130,125,0,0,11,16,1,0
4427304,2025-09-09T20:30:00-05:00,México,Corea del Sur,14,25,2,2,54,46,"0,69","0,67",17,8,6,3,0,0,0,1,441,377,0,0,"0,69","0,67",17,8,6,3,4,4,7,2,0,0,"1,8699999999999999","0,58",6,9,11,0,1,1,0,0,441,377,"1,13","0,37",3,3,16,19,13,8,53,43,77,91,5,9,1,4,13,8,11,22,12,12,6,7,6,5,13,12,4,3,3,4,6,1,102,96,0,0,12,14,1,0
4497750,2025-09-09T21:00:00-05:00,Costa Rica,Haití,52,83,3,3,38,62,0,0,9,5,5,4,1,0,1,1,55,106,0,0,0,0,9,5,5,4,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,55,106,0,0,0,0,6,7,6,3,15,5,15,18,4,4,1,2,4,4,5,6,3,2,2,1,1,1,1,1,0,2,2,0,1,0,32,33,0,0,1,1,2,3
4545612,2025-09-17T07:00:00-05:00,Mika,Sardarapat FC,0,0,1,2,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4034381,2025-10-08T08:00:00-05:00,Etiopía,Guinea-Bissau,142,132,1,0,42,58,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
4034389,2025-10-08T08:00:00-05:00,Libia,Cabo Verde,111,67,3,3,40,60,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
4490712,2025-10-08T10:00:00-05:00,Omán,Qatar,79,57,0,0,30,70,"0,17","1,01",6,13,1,2,0,3,0,1,188,528,0,0,"0,17","1,01",6,13,1,2,3,8,2,3,0,0,"0,21","0,27",4,6,2,7,2,4,0,4,188,528,"0,39","0,7700000000000001",3,8,23,26,3,11,44,81,29,110,4,13,2,1,9,16,38,23,20,23,10,13,10,10,8,14,3,5,5,3,1,5,122,138,0,0,15,9,2,2
4034374,2025-10-08T11:00:00-05:00,República Centroafricana,Ghana,138,73,0,5,37,63,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
4490709,2025-10-08T12:15:00-05:00,Indonesia,Arabia Saudita,119,61,2,3,45,55,"2,93","2,95",10,17,5,10,3,3,0,1,240,308,0,1,"2,93","2,95",10,17,5,10,3,4,2,3,0,1,"3,33","3,6499999999999995",7,9,3,8,3,2,3,4,240,308,"1,2600000000000002","1,4000000000000001",4,3,27,23,7,13,45,76,55,69,11,4,7,3,12,17,30,20,33,49,15,19,18,30,7,16,5,6,6,5,0,7,132,146,0,1,18,9,3,2
4579075,2025-10-09T08:00:00-05:00,Uzbekistán,Kuwait,50,133,2,0,45,55,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4034382,2025-10-09T11:00:00-05:00,Somalia,Argelia,198,28,0,3,37,63,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4524992,2025-10-09T13:45:00-05:00,Polonia,Nueva Zelanda,36,85,1,0,59,41,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
4402262,2025-10-09T13:45:00-05:00,Republica Checa,Croacia,39,11,0,0,42,58,"0,49","0,76",11,10,2,2,0,3,4,0,222,340,0,0,"0,49","0,76",11,10,2,2,5,4,4,4,0,0,"0,49","0,06",5,5,6,5,2,1,0,3,222,340,"0,8600000000000001","0,6799999999999999",6,2,25,20,7,10,51,44,49,76,10,11,2,2,18,8,30,31,40,55,17,19,23,36,8,15,2,9,9,2,6,1,131,141,0,0,17,8,0,2
4402261,2025-10-09T13:45:00-05:00,Malta,Países Bajos,161,8,0,4,37,63,"0,44","3,35",7,22,0,8,0,2,1,4,236,464,0,0,"0,44","3,35",7,22,0,8,3,7,4,7,0,1,"0,5","3,99",3,17,4,5,0,6,1,0,236,464,"0,2","1,7000000000000004",2,7,12,18,5,19,31,45,51,89,12,8,4,0,10,6,17,11,17,4,5,1,12,3,6,14,2,14,14,2,4,5,98,98,0,0,15,6,5,2
4383952,2025-10-09T13:45:00-05:00,Inglaterra,Gales,4,37,3,0,64,36,"3,01","0,53",17,10,5,2,4,0,1,1,590,309,0,0,"3,01","0,53",17,10,5,2,5,3,7,5,1,0,"2,45","0,28",15,7,2,3,1,4,2,0,590,309,"2,1699999999999995","0,26000000000000006",4,7,23,19,15,6,58,32,115,68,5,9,2,2,6,7,11,21,15,8,6,6,9,2,8,8,7,3,3,7,6,1,82,80,0,0,10,9,2,1
4314016,2025-10-09T13:45:00-05:00,Austria,San Marino,23,211,10,0,71,29,"5,31","0,46",25,4,14,1,11,0,3,0,462,146,0,0,"5,31","0,46",25,4,14,1,8,2,3,1,2,0,"8,03","0,38",22,4,3,0,3,1,3,0,462,146,"4,81","0,25000000000000006",13,1,18,15,23,2,66,31,88,33,3,7,1,4,6,7,6,37,7,5,2,2,5,3,9,14,8,4,4,8,8,0,104,91,0,0,14,9,0,3
4558957,2025-10-09T14:30:00-05:00,Argelia,Palestina,28,95,3,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4497747,2025-10-09T19:00:00-05:00,Nicaragua,Haití,131,83,0,3,55,45,0,0,12,7,3,4,0,1,0,1,278,217,0,0,0,0,12,7,3,4,6,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,278,217,0,0,9,3,39,21,10,4,59,50,49,53,8,6,3,3,6,9,19,17,4,9,3,5,1,4,14,9,4,3,3,4,5,1,114,106,0,0,10,14,1,2
4450788,2025-10-10T05:20:00-05:00,Japón,Paraguay,18,40,2,2,52,48,"1,41","1,03",11,7,6,2,2,1,2,0,434,418,0,0,"1,41","1,03",11,7,6,2,4,3,1,2,0,0,"1,62","0,44999999999999996",10,4,1,3,4,2,1,0,434,418,"1,1","0,5900000000000001",9,2,18,29,10,6,72,28,64,70,11,18,0,4,6,15,9,31,16,26,8,9,8,17,10,13,3,1,1,3,8,0,142,123,0,0,14,10,1,0
4534668,2025-10-10T06:00:00-05:00,Corea del Sur,Brasil,25,6,0,5,41,59,"0,14","2,94",4,14,1,7,0,3,2,2,365,554,0,0,"0,14","2,94",4,14,1,7,0,4,3,3,0,0,"0,04","3,41",2,10,2,4,0,1,0,0,365,554,"0,16000000000000003","1,49",0,4,14,24,3,13,44,51,79,96,9,10,2,1,10,12,15,14,0,0,0,0,0,0,8,13,7,8,8,7,2,3,103,101,0,0,13,9,3,1
4544668,2025-10-10T07:45:00-05:00,Uruguay,República Dominicana,16,143,1,0,67,33,"0,47","0,27",11,7,1,4,1,0,2,0,503,215,0,0,"0,47","0,27",11,7,1,4,6,3,4,0,0,0,"0,22","0,17",3,2,8,5,1,0,0,0,503,215,"0,49000000000000005","0,22999999999999998",5,2,29,14,9,4,80,44,78,43,8,9,4,0,9,8,19,25,7,11,3,2,4,9,10,16,3,7,7,3,5,3,114,112,0,0,17,10,1,2
4034370,2025-10-10T08:00:00-05:00,Seychelles,Costa de Marfil,204,33,0,7,36,64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4034391,2025-10-10T08:00:00-05:00,Sudán del Sur,Senegal,170,15,0,5,32,68,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4034393,2025-10-10T08:00:00-05:00,Sudán,Mauritania,117,115,0,0,56,44,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
4034385,2025-10-10T11:00:00-05:00,Santo Tomé y Príncipe,Túnez,195,46,0,6,34,66,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4034395,2025-10-10T11:00:00-05:00,Zimbabue,Sudáfrica,130,60,0,0,30,70,0,0,6,24,2,3,0,2,0,2,151,429,1,1,0,0,6,24,2,3,2,10,2,11,0,2,0,0,0,0,0,0,0,0,0,2,151,429,0,0,2,8,19,27,4,22,27,61,33,60,7,8,2,2,7,13,39,6,11,12,4,4,7,8,16,16,6,5,5,6,2,3,114,126,1,1,16,16,2,1
4548664,2025-10-10T11:00:00-05:00,Jordania,Bolivia,63,77,0,1,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4406838,2025-10-10T12:00:00-05:00,Rusia,Irán,35,20,2,1,55,45,"1,29","1,17",14,8,5,2,1,2,2,3,357,265,0,0,"1,29","1,17",14,8,5,2,4,5,5,1,0,0,"0,89","1,17",7,4,7,4,0,2,0,1,357,265,"0,93","1,04",4,4,30,20,8,7,66,38,80,58,14,11,1,2,4,5,30,31,20,8,10,5,10,3,15,9,4,2,2,4,10,3,137,140,0,0,11,16,3,1
4314009,2025-10-10T13:45:00-05:00,Suecia,Suiza,38,19,0,2,40,60,"0,89","2,28",7,17,0,7,3,3,1,1,295,468,0,0,"0,89","2,28",7,17,0,7,6,5,1,5,1,1,0,"1,4700000000000002",5,8,2,9,2,4,3,3,295,468,"1,1300000000000001","1,17",3,5,20,24,7,12,52,73,57,92,19,11,4,0,10,13,23,16,21,29,8,8,13,21,10,13,8,8,8,8,3,4,131,145,0,0,13,10,1,1
4402259,2025-10-10T13:45:00-05:00,Francia,Azerbaiyán,3,126,3,0,77,23,"2,19","0,04",33,1,9,0,2,0,0,1,650,148,0,0,"2,19","0,04",33,1,9,0,13,1,11,0,1,0,"2,34",0,23,1,10,0,4,0,1,0,650,148,"1,9300000000000004","0,04",8,1,28,20,25,1,105,29,108,41,5,9,0,6,5,18,7,33,21,20,11,10,10,10,14,8,13,2,2,13,5,0,131,111,0,0,8,14,1,2
4314010,2025-10-10T13:45:00-05:00,Islandia,Ucrania,74,32,3,5,65,35,"1,01","0,62",9,7,5,6,1,1,1,3,557,253,0,0,"1,01","0,62",9,7,5,6,3,1,1,0,1,0,"1,52","2,2099999999999995",7,4,2,3,1,1,0,0,557,253,"1,6300000000000003","0,5200000000000001",3,3,21,17,8,5,69,42,92,65,21,9,1,1,6,5,21,30,24,26,12,12,12,14,13,11,8,7,7,8,4,2,141,133,0,0,11,13,1,4
4402260,2025-10-10T13:45:00-05:00,Alemania,Luxemburgo,10,98,4,0,84,16,"3,89","0,03",31,1,8,1,3,0,2,0,736,87,0,1,"3,89","0,03",31,1,8,1,17,0,6,0,1,0,"2,65","0,21",21,1,10,0,7,0,3,0,736,87,"3,7899999999999996","0,02",10,0,17,16,22,1,90,28,102,22,5,12,1,4,4,8,5,47,11,2,6,2,5,0,4,8,3,3,3,3,11,1,130,104,0,1,10,5,0,1
4497744,2025-10-10T18:00:00-05:00,Curazao,Jamaica,82,71,2,0,42,58,0,0,7,18,4,7,0,1,1,2,242,342,0,0,0,0,7,18,4,7,2,10,1,1,0,0,0,0,0,0,0,0,0,0,0,1,242,342,0,0,1,5,28,20,4,13,54,79,48,69,5,8,5,2,13,14,32,5,16,10,5,3,11,7,7,9,3,5,5,3,1,1,131,147,0,0,10,7,0,1
4473968,2025-10-10T18:30:00-05:00,Canadá,Australia,30,27,0,1,60,40,"1,64","0,54",17,5,8,1,2,1,1,0,414,265,0,0,"1,64","0,54",17,5,8,1,6,3,3,1,1,0,"1,38","0,37",12,4,5,1,5,1,2,1,414,265,"1,4600000000000002","0,8800000000000001",6,2,19,25,13,4,89,21,81,40,8,8,0,8,10,11,7,34,18,5,8,4,10,1,17,7,6,7,7,6,2,2,130,113,0,0,7,18,2,2
4544486,2025-10-10T19:00:00-05:00,Argentina,Venezuela,1,49,1,0,69,31,"2,66","0,4",19,5,11,1,6,1,4,1,660,277,0,0,"2,66","0,4",19,5,11,1,4,3,4,1,1,1,"3,4699999999999998","0,14",12,3,7,2,1,1,9,1,660,277,"3,6099999999999994","0,33000000000000007",7,1,35,21,14,3,73,25,144,58,6,13,1,10,11,7,5,21,0,0,0,0,0,0,12,10,10,9,8,10,6,0,94,99,0,0,10,12,0,3
4485670,2025-10-10T19:30:00-05:00,Estados Unidos,Ecuador,17,24,1,1,66,34,"1,09","0,49",11,8,5,4,1,0,3,2,515,225,0,0,"1,09","0,49",11,8,5,4,2,2,4,2,1,0,"2,2199999999999998","1,7000000000000002",8,4,3,4,1,2,0,0,515,225,"1,39","0,22000000000000003",4,2,19,21,11,3,58,48,89,58,10,14,3,5,11,9,16,18,8,12,3,6,5,6,13,9,3,3,3,3,6,2,126,118,0,0,9,13,2,2
4497746,2025-10-10T20:00:00-05:00,El Salvador,Panamá,101,34,0,1,42,58,0,0,10,7,2,2,2,2,0,1,255,373,0,0,0,0,10,7,2,2,3,2,5,3,0,0,0,0,0,0,0,0,0,0,2,1,255,373,0,0,3,1,18,23,5,5,56,61,43,62,10,5,1,1,14,6,28,29,30,37,11,16,19,21,14,20,6,7,7,6,1,0,115,134,0,0,21,14,3,0
4314005,2025-10-11T11:00:00-05:00,Noruega,Israel,31,76,5,0,54,46,"2,16","0,15",16,4,5,1,4,0,1,1,427,353,0,0,"2,16","0,15",16,4,5,1,6,2,5,1,0,0,"1,5","0,02",14,1,3,5,6,0,2,0,427,353,"1,3699999999999999","0,22",6,0,18,23,11,4,46,28,76,78,7,6,1,2,5,6,3,19,6,16,3,8,3,8,10,10,11,0,0,9,1,2,88,77,0,0,10,11,0,1
4314006,2025-10-11T11:00:00-05:00,Hungría,Armenia,41,107,2,0,67,33,"1,73","0,46",13,8,4,2,3,0,5,2,531,238,0,0,"1,73","0,46",13,8,4,2,6,4,3,2,1,0,"1,4","0,23",10,4,4,4,4,0,2,0,531,238,"1,55","0,27",6,0,20,17,10,7,71,29,100,41,9,7,2,2,9,11,15,41,15,19,8,11,7,8,10,9,5,4,4,5,3,0,128,116,0,0,9,10,0,1
4402256,2025-10-11T13:45:00-05:00,Portugal,Irlanda,5,59,1,0,70,30,"3,11","0,09",30,2,6,0,1,0,4,4,617,226,0,0,"3,11","0,09",30,2,6,0,16,1,8,1,1,0,"2,19",0,17,0,13,2,6,0,2,0,617,226,"1,9500000000000004","0,060000000000000005",11,0,14,23,22,1,69,40,95,51,5,6,0,5,7,7,9,32,30,13,19,8,11,5,8,6,3,8,8,3,5,1,117,108,0,0,6,9,2,5
4402258,2025-10-11T13:45:00-05:00,España,Georgia,2,72,2,0,83,17,"3,93",0,24,1,7,1,8,0,2,1,754,109,0,0,"3,93",0,24,1,7,1,12,0,5,0,1,0,"2,5300000000000002","0,04",18,0,6,1,4,0,9,0,754,109,"2,3999999999999995",0,7,0,35,17,18,0,82,31,147,32,10,10,1,4,16,6,6,30,7,10,4,4,3,6,6,12,5,0,0,5,9,1,106,92,0,0,12,8,1,0
4314004,2025-10-11T13:45:00-05:00,Bulgaria,Turquía,87,22,1,6,22,78,"0,4","1,65",4,18,2,8,0,1,6,4,121,628,0,0,"0,4","1,65",4,18,2,8,2,6,0,4,1,1,"0,77","3,37",4,9,1,9,1,1,1,0,121,628,"0,12","1,62",3,3,15,28,3,16,40,78,28,117,8,6,3,1,10,6,33,17,18,19,11,12,7,7,4,11,4,19,19,4,1,1,115,141,0,0,11,4,2,1
4526712,2025-10-11T14:30:00-05:00,Irak,Indonesia,56,119,1,0,45,55,"0,26","0,69",7,9,2,1,0,1,2,3,219,290,1,0,"0,26","0,69",7,9,2,1,4,5,1,3,0,0,"0,64","0,03",3,5,4,4,0,2,0,1,219,290,"0,09000000000000001","0,9400000000000001",0,4,23,29,4,5,52,42,38,60,2,12,1,1,7,11,20,21,18,12,6,7,12,5,18,6,6,5,5,6,2,1,131,116,1,0,6,18,1,6
4482111,2025-10-11T20:00:00-05:00,México,Colombia,14,13,0,4,59,41,"0,86","0,95",10,7,2,4,1,3,0,1,409,257,0,0,"0,86","0,95",10,7,2,4,4,4,4,1,1,0,"0,28","1,68",6,5,5,2,0,0,1,0,409,257,"0,63","0,55",2,1,23,27,6,5,38,47,58,58,4,13,0,2,7,11,19,18,7,14,2,6,5,8,17,12,0,2,3,0,5,2,120,128,0,0,13,17,3,1
4402255,2025-10-12T11:00:00-05:00,Países Bajos,Finlandia,8,75,4,0,69,31,"2,35","0,66",17,7,6,3,2,1,2,1,607,249,0,0,"2,35","0,66",17,7,6,3,5,3,6,1,1,0,"2,35","0,22",10,3,7,4,6,1,1,1,607,249,"2,2899999999999996","0,54",13,2,31,9,13,7,77,24,110,57,5,10,3,2,4,11,3,26,13,8,7,4,6,4,12,6,7,4,4,7,7,2,106,87,0,0,8,13,0,2
4402254,2025-10-12T13:45:00-05:00,Croacia,Gibraltar,11,202,3,0,80,20,"3,73","0,01",28,1,10,0,1,0,6,2,546,89,0,0,"3,73","0,01",28,1,10,0,14,1,4,0,1,0,"4,66",0,21,0,7,1,8,0,2,0,546,89,"2,4999999999999996",0,13,0,26,20,19,0,87,22,59,24,1,9,0,6,6,5,6,52,29,22,11,9,18,13,7,7,9,2,2,9,6,0,132,107,0,0,7,7,0,0
4313998,2025-10-12T13:45:00-05:00,Rumania,Austria,53,23,1,0,46,54,"0,42","0,17",10,3,2,1,0,0,1,1,299,379,0,0,"0,42","0,17",10,3,2,1,4,1,4,1,1,0,"0,6699999999999999","0,21",3,1,7,2,1,0,0,0,299,379,"0,27","0,3100000000000001",1,1,17,28,7,2,38,66,67,67,9,6,1,1,6,6,25,22,46,20,15,10,31,10,17,10,12,3,3,12,4,5,130,135,0,0,10,17,2,4
4402253,2025-10-12T13:45:00-05:00,Dinamarca,Grecia,21,47,3,1,47,53,"1,23","1,69",12,15,8,4,2,3,2,3,423,475,0,0,"1,23","1,69",12,15,8,4,2,5,2,6,2,1,"2,8400000000000003","1,26",7,8,5,7,3,1,0,2,423,475,"0,89","1,03",4,4,26,23,9,10,67,45,81,96,9,10,2,5,9,12,30,20,17,12,7,7,10,5,14,12,4,5,5,4,7,3,106,118,0,0,12,14,1,3
4034400,2025-10-12T14:00:00-05:00,Ghana,Comoros,73,108,1,0,54,46,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
4034406,2025-10-12T14:00:00-05:00,Burkina Faso,Etiopía,62,142,3,1,48,52,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
4034408,2025-10-12T14:00:00-05:00,Egipto,Guinea-Bissau,29,132,1,0,52,48,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
4545497,2025-10-13T07:45:00-05:00,Uzbekistán,Uruguay,50,16,1,2,43,57,"0,73","1,95",7,13,2,4,1,3,3,3,263,375,0,0,"0,73","1,95",7,13,2,4,2,4,3,5,0,0,"1,5","1,93",4,7,3,6,1,1,1,2,263,375,"0,51","0,9400000000000001",3,4,21,21,5,9,56,67,41,67,6,6,2,1,7,14,26,23,20,30,10,10,10,20,7,5,7,4,4,7,2,4,123,114,0,0,5,8,0,0
4034414,2025-10-13T08:00:00-05:00,Túnez,Namibia,46,121,3,0,54,46,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
4034415,2025-10-13T11:00:00-05:00,Cabo Verde,Esuatini,67,165,3,0,70,30,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
4558956,2025-10-13T12:00:00-05:00,Argelia,Palestina,28,95,0,1,65,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
